mode,state,date,dem,rep,sigma,pollster
president,AZ,2008-10-27,44.0,48.0,4.0,Mason-Dixon Polling & Strategy
president,AZ,2008-10-25,43.0,49.0,3.52,Big Village
president,AZ,2008-10-29,46.0,50.0,4.08,American Research Group
president,AZ,2008-10-25,46.0,50.0,3.83,YouGov
president,CA,2008-09-09,52.0,36.0,3.47,Field Research Corp. (Field Poll)
president,CA,2008-09-13,50.0,40.0,2.94,Public Policy Institute of California
president,CA,2008-09-19,53.0,39.0,4.08,American Research Group
president,CA,2008-09-22,56.0,39.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,CA,2008-09-23,53.0,43.0,3.89,SurveyUSA
president,CA,2008-10-04,55.0,39.0,3.86,SurveyUSA
president,CA,2008-10-09,56.0,40.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,CA,2008-10-15,59.0,35.0,4.03,SurveyUSA
president,CA,2008-10-16,56.0,33.0,2.9,Public Policy Institute of California
president,CA,2008-10-25,61.0,34.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,CA,2008-10-23,55.0,33.0,3.22,Field Research Corp. (Field Poll)
president,CA,2008-10-30,60.0,36.0,3.96,SurveyUSA
president,CA,2008-10-25,55.0,40.0,3.16,YouGov
president,CO,2008-09-07,49.0,46.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,CO,2008-09-08,47.0,46.0,3.05,Public Policy Polling
president,CO,2008-09-10,49.0,46.0,4.47,InsiderAdvantage
president,CO,2008-09-11,46.0,48.0,3.48,Zogby Analytics
president,CO,2008-09-12,44.0,46.0,4.08,American Research Group
president,CO,2008-09-14,46.0,48.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,CO,2008-09-13,45.0,44.0,4.99,FTI Consulting
president,CO,2008-09-17,51.0,41.0,4.44,InsiderAdvantage
president,CO,2008-09-20,51.0,44.0,3.04,Public Policy Polling
president,CO,2008-09-18,49.0,45.0,2.66,Quinnipiac University
president,CO,2008-09-23,50.0,41.0,4.45,InsiderAdvantage
president,CO,2008-09-23,50.0,47.0,3.78,Scott Rasmussen (Rasmussen Reports)
president,CO,2008-09-22,49.0,45.0,3.55,Big Village
president,CO,2008-09-21,44.0,43.0,4.47,Ciruli Associates
president,CO,2008-09-24,45.0,48.0,4.08,American Research Group
president,CO,2008-09-28,49.0,48.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,CO,2008-09-30,44.0,44.0,4.0,Mason-Dixon Polling & Strategy
president,CO,2008-10-05,51.0,45.0,3.16,Scott Rasmussen (Rasmussen Reports)
president,CO,2008-10-06,51.0,45.0,4.54,InsiderAdvantage
president,CO,2008-10-05,52.0,43.0,3.17,Quinnipiac University
president,CO,2008-10-09,52.0,42.0,2.74,Public Policy Polling
president,CO,2008-10-10,52.0,43.0,3.03,Quinnipiac University
president,CO,2008-10-12,47.0,43.0,4.71,Suffolk University
president,CO,2008-10-11,48.0,47.0,3.19,Zogby Analytics
president,CO,2008-10-13,50.0,43.0,3.62,Big Village
president,CO,2008-10-16,52.0,45.0,3.78,Scott Rasmussen (Rasmussen Reports)
president,CO,2008-10-19,51.0,46.0,3.16,Scott Rasmussen (Rasmussen Reports)
president,CO,2008-10-20,51.0,46.0,4.17,InsiderAdvantage
president,CO,2008-10-19,48.0,48.0,3.24,Zogby Analytics
president,CO,2008-10-22,52.0,40.0,4.47,Public Opinion Strategies
president,CO,2008-10-22,52.0,40.0,4.47,Public Opinion Strategies
president,CO,2008-10-26,50.0,46.0,3.16,Scott Rasmussen (Rasmussen Reports)
president,CO,2008-10-26,53.0,45.0,3.97,InsiderAdvantage
president,CO,2008-10-24,50.0,41.0,4.0,GfK Group
president,CO,2008-10-25,48.0,44.0,4.94,FTI Consulting
president,CO,2008-10-27,51.0,45.0,3.83,Marist College
president,CO,2008-10-25,50.0,43.0,3.59,Big Village
president,CO,2008-10-28,49.0,44.0,4.0,Mason-Dixon Polling & Strategy
president,CO,2008-10-29,52.0,45.0,4.08,American Research Group
president,CO,2008-10-29,54.0,44.0,2.22,Public Policy Polling
president,CO,2008-10-25,55.0,40.0,3.82,YouGov
president,CO,2008-11-02,51.0,47.0,3.16,Scott Rasmussen (Rasmussen Reports)
president,CT,2008-09-16,53.0,41.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,CT,2008-09-18,54.0,39.0,4.08,American Research Group
president,CT,2008-09-24,54.0,38.0,3.82,SurveyUSA
president,CT,2008-10-14,56.0,39.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,CT,2008-10-20,56.0,31.0,4.46,University of Connecticut
president,CT,2008-10-25,58.0,37.0,3.77,YouGov
president,DC,2008-09-12,82.0,13.0,4.08,American Research Group
president,DC,2008-10-25,81.0,15.0,5,YouGov
president,DE,2008-09-13,55.0,43.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,DE,2008-09-14,51.0,40.0,4.08,American Research Group
president,DE,2008-09-19,56.0,36.0,4.08,Fairleigh Dickinson University
president,DE,2008-09-22,57.0,37.0,3.77,SurveyUSA
president,DE,2008-10-07,56.0,38.0,4.83,West Chester University
president,DE,2008-10-10,56.0,41.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,DE,2008-10-27,63.0,33.0,3.9,SurveyUSA
president,DE,2008-10-25,59.0,37.0,5,YouGov
president,FL,2008-09-07,48.0,48.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,FL,2008-09-06,45.0,50.0,3.21,Public Policy Polling
president,FL,2008-09-07,43.0,50.0,3.11,Quinnipiac University
president,FL,2008-09-10,42.0,50.0,4.42,InsiderAdvantage
president,FL,2008-09-11,42.0,52.0,3.17,Zogby Analytics
president,FL,2008-09-14,44.0,49.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,FL,2008-09-13,44.0,44.0,4.99,FTI Consulting
president,FL,2008-09-15,48.0,44.0,3.32,Big Village
president,FL,2008-09-16,45.0,51.0,3.76,SurveyUSA
president,FL,2008-09-16,46.0,46.0,4.08,American Research Group
president,FL,2008-09-16,45.0,47.0,3.54,SEA Polling & Strategic Design
president,FL,2008-09-17,47.0,45.0,4.0,Mason-Dixon Polling & Strategy
president,FL,2008-09-21,46.0,51.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,FL,2008-09-24,47.0,48.0,3.78,Scott Rasmussen (Rasmussen Reports)
president,FL,2008-09-24,47.0,46.0,4.08,American Research Group
president,FL,2008-09-24,49.0,43.0,2.93,Quinnipiac University
president,FL,2008-09-28,47.0,47.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,FL,2008-09-27,49.0,46.0,3.26,Public Policy Polling
president,FL,2008-09-27,47.0,48.0,4.09,SurveyUSA
president,FL,2008-09-28,51.0,43.0,3.46,Quinnipiac University
president,FL,2008-09-30,49.0,46.0,4.34,InsiderAdvantage
president,FL,2008-09-29,51.0,43.0,3.6,Big Village
president,FL,2008-09-29,46.0,42.0,4.08,Suffolk University
president,FL,2008-09-30,42.0,45.0,4.02,"Fabrizio, Lee & Associates"
president,FL,2008-10-05,52.0,45.0,3.16,Scott Rasmussen (Rasmussen Reports)
president,FL,2008-10-05,48.0,46.0,4.0,Mason-Dixon Polling & Strategy
president,FL,2008-10-08,50.0,47.0,3.78,Scott Rasmussen (Rasmussen Reports)
president,FL,2008-10-12,51.0,46.0,3.16,Scott Rasmussen (Rasmussen Reports)
president,FL,2008-10-13,48.0,44.0,4.04,InsiderAdvantage
president,FL,2008-10-12,47.0,42.0,2.74,Datamar Analytics
president,FL,2008-10-11,48.0,47.0,2.85,Zogby Analytics
president,FL,2008-10-13,49.0,46.0,3.62,Big Village
president,FL,2008-10-12,47.0,43.0,3.78,EMC Research
president,FL,2008-10-16,47.0,49.0,4.25,SurveyUSA
president,FL,2008-10-19,48.0,49.0,3.16,Scott Rasmussen (Rasmussen Reports)
president,FL,2008-10-18,48.0,47.0,2.94,Public Policy Polling
president,FL,2008-10-19,49.0,45.0,2.83,Zogby Analytics
president,FL,2008-10-18,49.0,44.0,2.64,Quinnipiac University
president,FL,2008-10-20,45.0,46.0,4.0,Mason-Dixon Polling & Strategy
president,FL,2008-10-22,48.0,47.0,4.22,InsiderAdvantage
president,FL,2008-10-21,49.0,42.0,3.54,SEA Polling & Strategic Design
president,FL,2008-10-26,51.0,47.0,3.16,Scott Rasmussen (Rasmussen Reports)
president,FL,2008-10-25,49.0,44.0,3.98,Datamar Analytics
president,FL,2008-10-25,47.0,47.0,4.08,Zogby Analytics
president,FL,2008-10-25,49.0,44.0,4.08,Suffolk University
president,FL,2008-10-25,47.2,46.9,3.76,Zogby Analytics
president,FL,2008-10-24,45.0,43.0,4.08,GfK Group
president,FL,2008-10-24,47.0,45.0,2.64,Quinnipiac University
president,FL,2008-10-26,45.0,41.0,4.08,"Fabrizio, Lee & Associates"
president,FL,2008-10-26,49.0,40.0,3.96,Los Angeles Times
president,FL,2008-10-25,45.0,44.0,4.95,FTI Consulting
president,FL,2008-10-25,50.0,45.0,3.66,Big Village
president,FL,2008-10-28,47.0,45.0,4.0,Mason-Dixon Polling & Strategy
president,FL,2008-10-29,47.0,47.0,3.17,Datamar Analytics
president,FL,2008-10-30,50.0,46.0,4.08,American Research Group
president,FL,2008-10-31,47.5,46.2,4.08,Zogby Analytics
president,FL,2008-10-25,49.0,47.0,3.16,YouGov
president,FL,2008-11-02,49.0,50.0,3.16,Scott Rasmussen (Rasmussen Reports)
president,FL,2008-11-01,47.0,48.0,3.9,Datamar Analytics
president,FL,2008-11-01,50.0,48.0,2.41,Public Policy Polling
president,FL,2008-10-30,47.0,45.0,2.37,Quinnipiac University
president,FL,2008-11-02,49.0,48.0,3.84,Zogby Analytics
president,FL,2008-11-02,50.0,47.0,3.8,SurveyUSA
president,GA,2008-09-10,38.0,56.0,4.45,InsiderAdvantage
president,GA,2008-09-10,35.0,56.0,3.54,Public Opinion Strategies
president,GA,2008-09-16,43.0,54.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,GA,2008-09-15,41.0,57.0,3.82,SurveyUSA
president,GA,2008-09-17,43.0,51.0,4.46,InsiderAdvantage
president,GA,2008-09-20,39.0,57.0,4.08,American Research Group
president,GA,2008-09-28,44.0,52.0,3.84,SurveyUSA
president,GA,2008-09-30,44.0,50.0,4.22,InsiderAdvantage
president,GA,2008-10-07,45.0,54.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,GA,2008-10-09,46.0,49.0,4.34,InsiderAdvantage
president,GA,2008-10-11,43.0,51.0,4.28,SurveyUSA
president,GA,2008-10-13,45.0,51.0,3.73,Big Village
president,GA,2008-10-18,44.0,46.0,4.08,GQR
president,GA,2008-10-22,46.0,51.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,GA,2008-10-23,48.0,47.0,4.03,InsiderAdvantage
president,GA,2008-10-22,43.0,49.0,4.0,Mason-Dixon Polling & Strategy
president,GA,2008-10-27,47.0,48.0,3.96,InsiderAdvantage
president,GA,2008-10-25,46.0,50.0,3.81,Big Village
president,GA,2008-10-30,47.0,52.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,GA,2008-10-25,47.0,50.0,3.31,YouGov
president,GA,2008-11-02,47.0,48.0,4.42,InsiderAdvantage
president,GA,2008-11-01,48.0,50.0,2.83,Public Policy Polling
president,GA,2008-11-01,45.0,52.0,3.83,SurveyUSA
president,HI,2008-09-09,63.0,32.0,4.08,American Research Group
president,HI,2008-09-23,68.0,27.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,HI,2008-10-25,56.0,34.0,5,YouGov
president,IA,2008-09-09,52.0,40.0,4.03,Selzer & Co.
president,IA,2008-09-16,45.0,45.0,3.94,Big Ten
president,IA,2008-09-17,54.0,43.0,3.77,SurveyUSA
president,IA,2008-09-19,51.0,44.0,4.08,American Research Group
president,IA,2008-09-20,51.0,41.0,4.63,Marist College
president,IA,2008-09-25,51.0,43.0,3.78,Scott Rasmussen (Rasmussen Reports)
president,IA,2008-10-08,54.0,41.0,3.8,SurveyUSA
president,IA,2008-10-21,52.0,39.0,4.13,Big Ten
president,IA,2008-10-23,52.0,44.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,IA,2008-10-22,51.0,40.0,4.0,Mason-Dixon Polling & Strategy
president,IA,2008-10-23,52.0,42.0,3.94,Marist College
president,IA,2008-10-28,55.0,40.0,3.9,SurveyUSA
president,IA,2008-10-30,54.0,37.0,3.5,Selzer & Co.
president,IA,2008-10-25,52.0,41.0,3.55,YouGov
president,ID,2008-09-09,29.0,68.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,ID,2008-09-09,25.0,68.0,4.08,American Research Group
president,ID,2008-10-21,32.0,55.0,4.46,Harstad Strategic Research
president,ID,2008-10-25,36.0,59.0,5,YouGov
president,IL,2008-09-15,51.0,45.0,4.08,American Research Group
president,IL,2008-09-17,56.0,40.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,IL,2008-09-16,53.0,37.0,3.99,Big Ten
president,IL,2008-10-13,56.0,39.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,IL,2008-10-17,56.0,32.0,4.47,Market Shares Corp.
president,IL,2008-10-21,61.0,32.0,4.13,Big Ten
president,IL,2008-11-01,60.0,38.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,IL,2008-10-25,58.0,39.0,3.57,YouGov
president,IN,2008-09-15,44.0,47.0,4.08,American Research Group
president,IN,2008-09-15,43.0,48.0,3.35,Big Village
president,IN,2008-09-15,47.0,44.0,4.08,Selzer & Co.
president,IN,2008-09-16,43.0,47.0,4.04,Big Ten
president,IN,2008-09-17,47.0,49.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,IN,2008-09-28,45.0,48.0,3.82,SurveyUSA
president,IN,2008-10-05,46.0,48.0,3.87,Big Village
president,IN,2008-10-07,43.0,50.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,IN,2008-10-11,44.0,49.0,4.71,Zogby Analytics
president,IN,2008-10-18,48.0,46.0,2.66,Public Policy Polling
president,IN,2008-10-19,42.0,53.0,4.6,Zogby Analytics
president,IN,2008-10-21,49.0,45.0,3.98,SurveyUSA
president,IN,2008-10-21,51.0,42.0,4.13,Big Ten
president,IN,2008-10-23,45.0,47.0,4.08,Howey Politics/DePauw University
president,IN,2008-10-25,44.0,50.0,4.08,Zogby Analytics
president,IN,2008-10-27,46.0,45.0,4.06,Selzer & Co.
president,IN,2008-10-28,46.0,49.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,IN,2008-10-29,47.0,47.0,3.33,SurveyUSA
president,IN,2008-10-30,48.0,48.0,4.08,American Research Group
president,IN,2008-10-25,45.0,53.0,3.55,YouGov
president,IN,2008-11-01,49.0,48.0,1.95,Public Policy Polling
president,IN,2008-11-01,43.9,49.1,4.07,Zogby Analytics
president,IN,2008-11-02,45.0,50.0,4.13,Zogby Analytics
president,KS,2008-09-09,31.0,63.0,4.08,American Research Group
president,KS,2008-09-18,38.0,58.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,KS,2008-09-21,41.0,53.0,3.87,SurveyUSA
president,KS,2008-10-05,38.0,51.0,4.47,Public Opinion Strategies
president,KS,2008-10-13,41.0,54.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,KS,2008-10-21,41.0,53.0,4.04,SurveyUSA
president,KS,2008-10-27,37.0,58.0,4.0,SurveyUSA
president,KS,2008-10-25,41.0,52.0,4.48,YouGov
president,KY,2008-09-10,37.0,57.0,4.08,American Research Group
president,KY,2008-09-21,38.0,57.0,3.86,SurveyUSA
president,KY,2008-09-24,41.0,53.0,3.73,Mason-Dixon Polling & Strategy
president,KY,2008-09-30,42.0,52.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,KY,2008-10-19,41.0,54.0,4.32,SurveyUSA
president,KY,2008-10-21,44.0,52.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,KY,2008-10-29,43.0,55.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,KY,2008-10-28,42.0,51.0,3.5,Mason-Dixon Polling & Strategy
president,KY,2008-10-31,40.0,56.0,4.03,SurveyUSA
president,KY,2008-10-25,41.0,53.0,4.54,YouGov
president,LA,2008-09-11,43.0,50.0,4.08,American Research Group
president,LA,2008-09-25,40.0,55.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,LA,2008-10-21,41.0,57.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,LA,2008-10-22,38.3,50.6,4.46,Southeastern Louisiana University Social Science Research Center
president,LA,2008-10-25,40.0,43.0,4.47,Ed Renwick/Loyola University New Orleans
president,LA,2008-10-25,45.0,52.0,4.79,YouGov
president,MA,2008-09-21,55.0,39.0,4.08,American Research Group
president,MA,2008-09-23,58.0,38.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,MA,2008-09-22,55.0,39.0,3.84,SurveyUSA
president,MA,2008-10-13,62.0,34.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,MA,2008-10-13,59.0,35.0,4.0,SurveyUSA
president,MA,2008-10-21,53.0,34.0,5,Suffolk University
president,MA,2008-10-27,56.0,39.0,3.9,SurveyUSA
president,MA,2008-10-25,57.0,39.0,3.77,YouGov
president,MD,2008-09-18,54.0,39.0,4.08,American Research Group
president,MD,2008-09-20,60.0,37.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,MD,2008-10-25,60.0,35.0,3.76,YouGov
president,ME,2008-09-09,51.0,41.0,4.08,American Research Group
president,ME,2008-09-17,50.0,46.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,ME,2008-09-22,49.0,44.0,3.85,SurveyUSA
president,ME,2008-10-02,51.0,46.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,ME,2008-10-01,52.0,35.0,4.08,Mellman Group
president,ME,2008-10-15,51.0,39.0,5,Pan Atlantic Research
president,ME,2008-10-18,56.0,35.0,4.75,Digital Research
president,ME,2008-10-19,54.0,39.0,3.95,SurveyUSA
president,ME,2008-10-19,52.0,33.0,4.85,Market Decisions Research
president,ME,2008-10-30,58.0,38.0,3.85,SurveyUSA
president,ME,2008-11-01,56.0,43.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,ME,2008-10-25,51.0,42.0,4.54,YouGov
president,MI,2008-09-06,47.0,46.0,2.95,Public Policy Polling
president,MI,2008-09-08,45.0,42.0,3.22,Big Village
president,MI,2008-09-10,44.0,45.0,4.46,InsiderAdvantage
president,MI,2008-09-10,51.0,46.0,3.78,Scott Rasmussen (Rasmussen Reports)
president,MI,2008-09-11,49.0,43.0,3.67,Zogby Analytics
president,MI,2008-09-16,52.0,43.0,4.09,Marist College
president,MI,2008-09-16,48.0,44.0,3.99,Big Ten
president,MI,2008-09-16,43.0,42.0,4.08,EPIC-MRA
president,MI,2008-09-18,48.0,46.0,4.08,American Research Group
president,MI,2008-09-17,43.0,46.0,4.08,Marketing Resource Group (MRG)
president,MI,2008-09-21,51.0,44.0,4.47,Beacon Research/Shaw & Co. Research
president,MI,2008-09-18,48.0,44.0,2.71,Quinnipiac University
president,MI,2008-09-21,48.0,38.0,5,EPIC-MRA
president,MI,2008-09-20,47.0,39.0,4.96,FTI Consulting
president,MI,2008-09-22,49.0,43.0,3.64,Big Village
president,MI,2008-09-20,46.0,46.0,4.0,Mason-Dixon Polling & Strategy
president,MI,2008-09-23,51.0,38.0,4.08,Selzer & Co.
president,MI,2008-09-23,49.0,42.0,3.63,GQR
president,MI,2008-09-30,51.0,41.0,3.7,Public Policy Polling
president,MI,2008-10-03,44.0,39.0,4.08,Rossman Group
president,MI,2008-10-07,56.0,40.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,MI,2008-10-05,55.0,37.0,2.99,Quinnipiac University
president,MI,2008-10-10,54.0,38.0,3.1,Quinnipiac University
president,MI,2008-10-21,58.0,36.0,4.22,Big Ten
president,MI,2008-10-21,51.0,37.0,5,EPIC-MRA
president,MI,2008-10-28,53.0,43.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,MI,2008-10-27,50.0,38.0,4.08,EPIC-MRA
president,MI,2008-10-29,55.0,42.0,2.55,Public Policy Polling
president,MI,2008-10-28,54.0,40.0,4.08,Mitchell Research & Communications
president,MI,2008-10-30,53.0,37.0,4.03,Selzer & Co.
president,MI,2008-10-25,55.0,42.0,3.21,YouGov
president,MI,2008-11-03,54.0,38.0,5,Mitchell Research & Communications
president,MN,2008-09-10,49.0,47.0,3.69,SurveyUSA
president,MN,2008-09-11,45.0,45.0,3.01,Princeton Survey Research Associates International
president,MN,2008-09-16,47.0,45.0,4.05,Big Ten
president,MN,2008-09-18,52.0,44.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,MN,2008-09-19,48.0,47.0,4.08,American Research Group
president,MN,2008-09-18,47.0,45.0,2.77,Quinnipiac University
president,MN,2008-09-29,53.0,41.0,3.43,Big Village
president,MN,2008-09-30,46.0,47.0,3.71,SurveyUSA
president,MN,2008-09-30,47.0,43.0,5,University of Minnesota Hubert H. Humphrey School of Public Affairs
president,MN,2008-10-01,55.0,37.0,3.04,Princeton Survey Research Associates International
president,MN,2008-10-04,54.0,40.0,4.89,University of Minnesota Hubert H. Humphrey School of Public Affairs
president,MN,2008-10-07,52.0,45.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,MN,2008-10-06,47.0,46.0,4.08,American Research Group
president,MN,2008-10-05,51.0,43.0,3.05,Quinnipiac University
president,MN,2008-10-10,51.0,40.0,3.13,Quinnipiac University
president,MN,2008-10-16,52.0,41.0,3.09,Princeton Survey Research Associates International
president,MN,2008-10-17,50.0,44.0,3.91,SurveyUSA
president,MN,2008-10-18,50.0,40.0,4.99,FTI Consulting
president,MN,2008-10-22,56.0,41.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,MN,2008-10-21,57.0,38.0,4.14,Big Ten
president,MN,2008-10-18,42.0,37.0,4.43,St. Cloud State University
president,MN,2008-10-28,55.0,43.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,MN,2008-10-27,48.0,40.0,4.0,Mason-Dixon Polling & Strategy
president,MN,2008-10-26,56.0,37.0,4.71,University of Minnesota Hubert H. Humphrey School of Public Affairs
president,MN,2008-10-29,57.0,41.0,3.09,Public Policy Polling
president,MN,2008-10-30,53.0,42.0,3.27,Princeton Survey Research Associates International
president,MN,2008-10-31,49.0,46.0,3.87,SurveyUSA
president,MN,2008-10-25,51.0,45.0,3.78,YouGov
president,MO,2008-09-08,44.0,48.0,3.26,Big Village
president,MO,2008-09-11,46.0,51.0,3.78,Scott Rasmussen (Rasmussen Reports)
president,MO,2008-09-11,42.0,49.0,4.07,Zogby Analytics
president,MO,2008-09-13,45.0,50.0,4.08,American Research Group
president,MO,2008-09-23,46.0,48.0,3.77,SurveyUSA
president,MO,2008-09-29,47.0,46.0,3.67,Big Village
president,MO,2008-10-05,50.0,47.0,3.16,Scott Rasmussen (Rasmussen Reports)
president,MO,2008-10-05,46.0,49.0,4.08,American Research Group
president,MO,2008-10-12,50.0,47.0,3.16,Scott Rasmussen (Rasmussen Reports)
president,MO,2008-10-11,48.0,46.0,3.15,Public Policy Polling
president,MO,2008-10-11,51.0,43.0,4.28,SurveyUSA
president,MO,2008-10-11,50.0,44.0,3.8,Zogby Analytics
president,MO,2008-10-13,46.0,47.0,3.62,Big Village
president,MO,2008-10-15,52.0,46.0,3.78,Scott Rasmussen (Rasmussen Reports)
president,MO,2008-10-19,49.0,44.0,3.16,Scott Rasmussen (Rasmussen Reports)
president,MO,2008-10-18,44.0,45.0,4.08,Suffolk University
president,MO,2008-10-19,48.0,48.0,3.73,Zogby Analytics
president,MO,2008-10-22,45.0,46.0,4.0,Mason-Dixon Polling & Strategy
president,MO,2008-10-26,48.0,47.0,3.16,Scott Rasmussen (Rasmussen Reports)
president,MO,2008-10-25,48.0,48.0,3.86,SurveyUSA
president,MO,2008-10-25,48.2,45.7,4.08,Zogby Analytics
president,MO,2008-10-25,46.0,48.0,3.48,Big Village
president,MO,2008-10-29,47.0,50.0,3.5,InsiderAdvantage
president,MO,2008-10-28,46.0,47.0,4.0,Mason-Dixon Polling & Strategy
president,MO,2008-10-29,48.0,48.0,4.08,American Research Group
president,MO,2008-10-25,47.0,49.0,3.82,YouGov
president,MO,2008-11-02,49.0,49.0,3.16,Scott Rasmussen (Rasmussen Reports)
president,MO,2008-11-01,49.0,49.0,2.73,Public Policy Polling
president,MO,2008-11-01,47.4,45.7,4.08,Zogby Analytics
president,MO,2008-11-01,48.0,48.0,3.85,SurveyUSA
president,MO,2008-11-02,49.0,49.0,4.13,Zogby Analytics
president,MS,2008-09-15,39.0,55.0,4.08,American Research Group
president,MS,2008-09-30,44.0,52.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,MS,2008-10-17,33.0,46.0,4.97,University of South Alabama Polling Group
president,MS,2008-10-27,45.0,53.0,4.47,Scott Rasmussen (Rasmussen Reports)
president,MS,2008-10-25,42.0,55.0,4.9,YouGov
president,MT,2008-09-08,42.0,53.0,3.78,Scott Rasmussen (Rasmussen Reports)
president,MT,2008-09-08,47.0,49.0,4.08,American Research Group
president,MT,2008-09-22,40.0,49.0,3.68,Big Village
president,MT,2008-10-01,44.0,52.0,4.47,Scott Rasmussen (Rasmussen Reports)
