mode,state,date,dem,rep,pollster,sigma
governor,KS,2002-10-05,55.0,37.0,SurveyUSA,3
governor,KS,2002-10-12,55.0,38.0,SurveyUSA,3
governor,KS,2002-10-26,53.0,38.0,SurveyUSA,3
governor,KS,2002-10-29,49.0,42.0,Mason-Dixon Polling & Strategy,3
governor,KS,2002-11-01,51.0,44.0,SurveyUSA,3
governor,MA,2002-09-18,45.0,42.0,RKM Research and Communications Inc.,3
governor,MA,2002-09-25,42.0,36.0,KRC Research,3
governor,MA,2002-10-02,43.0,42.0,RKM Research and Communications Inc.,3
governor,MA,2002-10-05,42.0,30.0,Suffolk University,3
governor,MA,2002-10-08,42.0,40.0,Zogby Analytics,3
governor,MA,2002-10-21,36.7,37.2,Suffolk University,3
governor,MA,2002-10-26,44.0,38.0,RKM Research and Communications Inc.,3
governor,MA,2002-10-29,41.0,40.0,KRC Research,3
governor,MA,2002-10-31,42.0,41.0,RKM Research and Communications Inc.,3
governor,MA,2002-11-01,38.0,40.0,KRC Research,3
governor,MA,2002-11-03,38.0,41.0,Suffolk University,3
governor,MD,2002-09-13,43.0,46.0,Mason-Dixon Polling & Strategy,3
governor,MD,2002-09-15,48.0,48.0,SurveyUSA,3
governor,MD,2002-10-06,47.0,51.0,SurveyUSA,3
governor,MD,2002-10-12,47.0,49.0,SurveyUSA,3
governor,MD,2002-10-12,46.0,45.0,Mason-Dixon Polling & Strategy,3
governor,MD,2002-10-19,48.0,48.0,SurveyUSA,3
governor,MD,2002-10-24,47.0,47.0,ABC News/The Washington Post,3
governor,MD,2002-10-26,49.0,48.0,SurveyUSA,3
governor,MD,2002-10-29,46.0,47.0,Mason-Dixon Polling & Strategy,3
governor,MD,2002-11-01,46.0,51.0,SurveyUSA,3
governor,ME,2002-09-09,57.0,26.0,RKM Research and Communications Inc.,3
governor,ME,2002-10-25,46.0,36.0,RKM Research and Communications Inc.,3
governor,MI,2002-09-16,50.0,38.0,EPIC-MRA,3
governor,MI,2002-10-04,53.0,41.0,EPIC-MRA,3
governor,MI,2002-10-05,55.0,41.0,SurveyUSA,3
governor,MI,2002-10-14,50.0,40.0,EPIC-MRA,3
governor,MI,2002-10-15,47.0,35.0,Mitchell Research & Communications,3
governor,MI,2002-10-19,54.0,41.0,SurveyUSA,3
governor,MI,2002-10-21,51.0,37.0,EPIC-MRA,3
governor,MI,2002-10-22,47.0,39.0,Mitchell Research & Communications,3
governor,MI,2002-10-26,55.0,42.0,SurveyUSA,3
governor,MI,2002-10-29,50.0,39.0,EPIC-MRA,3
governor,MI,2002-10-29,51.0,38.0,Mitchell Research & Communications,3
governor,MI,2002-11-01,48.0,39.0,EPIC-MRA,3
governor,MI,2002-11-02,52.0,46.0,SurveyUSA,3
governor,MN,2002-09-13,27.0,28.0,Mason-Dixon Polling & Strategy,3
governor,MN,2002-09-18,23.0,28.0,Zogby Analytics,3
governor,MN,2002-10-10,25.0,30.0,Zogby Analytics,3
governor,MN,2002-10-31,32.0,36.0,Mason-Dixon Polling & Strategy,3
governor,MN,2002-11-01,34.0,35.0,Zogby Analytics,3
governor,MN,2002-11-03,36.0,36.0,Zogby Analytics,3
governor,NH,2002-09-16,30.0,55.0,American Research Group,3
governor,NH,2002-10-01,30.0,59.0,American Research Group,3
governor,NH,2002-10-05,33.0,49.0,University of New Hampshire Survey Center,3
governor,NH,2002-10-15,28.0,57.0,American Research Group,3
governor,NH,2002-10-21,33.0,52.0,American Research Group,3
governor,NH,2002-10-26,37.0,49.0,University of New Hampshire Survey Center,3
governor,NH,2002-10-29,36.0,52.0,American Research Group,3
governor,NH,2002-11-01,38.0,52.0,University of New Hampshire Survey Center,3
governor,NH,2002-11-02,38.0,53.0,American Research Group,3
governor,NM,2002-09-10,50.0,36.0,Research & Polling Inc.,3
governor,NM,2002-09-25,46.0,37.0,Mason-Dixon Polling & Strategy,3
governor,NM,2002-10-09,50.0,32.0,Research & Polling Inc.,3
governor,NM,2002-10-28,51.0,37.0,Mason-Dixon Polling & Strategy,3
governor,NM,2002-10-30,52.0,34.0,Research & Polling Inc.,3
governor,NV,2002-09-23,26.0,61.0,SurveyUSA,3
governor,NV,2002-10-14,26.0,62.0,SurveyUSA,3
governor,NV,2002-10-22,21.0,65.0,Mason-Dixon Polling & Strategy,3
governor,NV,2002-10-28,28.0,63.0,SurveyUSA,3
governor,NY,2002-09-19,37.0,48.0,SurveyUSA,3
governor,NY,2002-09-20,34.0,45.0,Quinnipiac University,3
governor,NY,2002-09-25,32.0,48.0,Marist College,3
governor,NY,2002-10-02,29.0,51.0,SurveyUSA,3
governor,NY,2002-10-07,26.0,43.0,Siena College,3
governor,NY,2002-10-08,33.0,46.0,SurveyUSA,3
governor,NY,2002-10-11,31.0,47.0,Quinnipiac University,3
governor,NY,2002-10-15,29.0,45.0,SurveyUSA,3
governor,NY,2002-10-17,25.0,44.0,Siena College,3
governor,NY,2002-10-22,29.0,44.0,SurveyUSA,3
governor,NY,2002-10-28,27.0,48.0,Marist College,3
governor,NY,2002-10-29,32.0,47.0,SurveyUSA,3
governor,NY,2002-10-31,29.0,45.0,Quinnipiac University,3
governor,NY,2002-11-02,27.0,48.0,Marist College,3
governor,OH,2002-09-11,37.0,48.0,Mason-Dixon Polling & Strategy,3
governor,OH,2002-10-17,44.0,51.0,SurveyUSA,3
governor,OH,2002-10-22,38.0,50.0,Mason-Dixon Polling & Strategy,3
governor,OH,2002-10-25,35.0,49.0,Zogby Analytics,3
governor,OH,2002-10-30,39.0,57.0,SurveyUSA,3
governor,OK,2002-09-25,39.0,45.0,SurveyUSA,3
governor,OK,2002-10-01,37.0,43.0,SurveyUSA,3
governor,OK,2002-10-07,39.0,45.0,SurveyUSA,3
governor,OK,2002-10-15,38.0,43.0,SurveyUSA,3
governor,OK,2002-10-30,39.0,37.0,SurveyUSA,3
governor,OK,2002-11-02,42.0,38.0,SurveyUSA,3
governor,OR,2002-10-04,45.0,41.0,DHM Research,3
governor,OR,2002-10-27,48.0,42.0,DHM Research,3
governor,PA,2002-09-09,53.0,40.0,SurveyUSA,3
governor,PA,2002-09-13,48.0,41.0,Quinnipiac University,3
governor,PA,2002-09-21,46.0,35.0,Muhlenberg College Institute of Public Opinion,3
governor,PA,2002-09-30,58.0,35.0,SurveyUSA,3
governor,PA,2002-10-02,47.0,33.0,Mason-Dixon Polling & Strategy,3
governor,PA,2002-10-06,57.0,36.0,SurveyUSA,3
governor,PA,2002-10-12,56.0,36.0,Quinnipiac University,3
governor,PA,2002-10-14,57.0,36.0,SurveyUSA,3
governor,PA,2002-10-20,55.0,37.0,SurveyUSA,3
governor,PA,2002-10-24,54.0,35.0,Quinnipiac University,3
governor,PA,2002-10-28,56.0,37.0,SurveyUSA,3
governor,PA,2002-10-30,53.0,36.0,Mason-Dixon Polling & Strategy,3
governor,RI,2002-09-14,49.0,35.0,Fleming & Associates,3
governor,RI,2002-09-24,48.0,44.0,SurveyUSA,3
governor,RI,2002-10-15,48.0,45.0,SurveyUSA,3
governor,RI,2002-10-22,46.0,48.0,SurveyUSA,3
governor,RI,2002-10-28,40.0,43.0,Fleming & Associates,3
governor,RI,2002-10-29,45.0,48.0,SurveyUSA,3
governor,SC,2002-09-14,51.0,46.0,SurveyUSA,3
governor,SC,2002-09-29,49.0,49.0,SurveyUSA,3
governor,SC,2002-10-09,45.0,43.0,Zogby Analytics,3
governor,SC,2002-10-12,51.0,45.0,SurveyUSA,3
governor,SC,2002-10-15,41.0,45.0,Mason-Dixon Polling & Strategy,3
governor,SC,2002-10-19,51.0,46.0,SurveyUSA,3
governor,SC,2002-10-26,50.0,47.0,SurveyUSA,3
governor,SC,2002-10-28,42.0,49.0,Mason-Dixon Polling & Strategy,3
governor,SC,2002-11-02,52.0,46.0,SurveyUSA,3
governor,SD,2002-09-18,32.0,51.0,Mason-Dixon Polling & Strategy,3
governor,SD,2002-10-26,36.0,55.0,Mason-Dixon Polling & Strategy,3
governor,SD,2002-11-01,40.0,54.0,Gallup,3
governor,TN,2002-09-18,44.0,42.0,Mason-Dixon Polling & Strategy,3
governor,TN,2002-09-24,48.0,44.0,SurveyUSA,3
governor,TN,2002-10-06,47.0,41.0,SurveyUSA,3
governor,TN,2002-10-20,48.0,42.0,SurveyUSA,3
governor,TN,2002-10-22,45.0,42.0,Mason-Dixon Polling & Strategy,3
governor,TN,2002-10-27,48.0,44.0,SurveyUSA,3
governor,TX,2002-09-17,32.0,44.0,Zogby Analytics,3
governor,TX,2002-09-18,53.0,42.0,SurveyUSA,3
governor,TX,2002-10-01,44.0,51.0,SurveyUSA,3
governor,TX,2002-10-10,30.0,52.0,Zogby Analytics,3
governor,TX,2002-10-15,43.0,52.0,SurveyUSA,3
governor,TX,2002-10-22,42.0,53.0,SurveyUSA,3
governor,TX,2002-10-31,43.0,53.0,SurveyUSA,3
governor,TX,2002-11-01,36.0,50.0,Zogby Analytics,3
governor,TX,2002-11-03,34.0,52.0,Zogby Analytics,3
governor,VT,2002-10-24,42.0,35.0,Mason-Dixon Polling & Strategy,3
governor,VT,2002-10-31,46.0,36.0,Mason-Dixon Polling & Strategy,3
governor,WI,2002-09-28,40.0,31.0,Harris Insights & Analytics,3
governor,WI,2002-10-26,38.0,36.0,Market Shares Corp.,3
senate,AR,2002-09-19,45.0,43.0,Zogby Analytics,3
senate,AR,2002-10-10,45.4,45.2,Zogby Analytics,3
senate,AR,2002-11-01,51.0,43.0,Gallup,3
senate,AR,2002-11-01,53.0,42.0,Zogby Analytics,3
senate,AR,2002-11-03,53.0,41.0,Zogby Analytics,3
senate,CO,2002-09-17,42.0,42.0,Zogby Analytics,3
senate,CO,2002-10-08,43.0,52.0,SurveyUSA,3
senate,CO,2002-10-10,41.0,40.0,Zogby Analytics,3
senate,CO,2002-10-11,38.0,41.0,Ciruli Associates,3
senate,CO,2002-10-22,46.0,48.0,SurveyUSA,3
senate,CO,2002-10-23,36.0,44.0,Ciruli Associates,3
senate,CO,2002-10-27,39.0,41.0,Ciruli Associates,3
senate,CO,2002-10-31,42.0,38.0,Ciruli Associates,3
senate,CO,2002-10-31,42.0,41.0,Ciruli Associates,3
senate,CO,2002-11-01,50.0,43.0,Zogby Analytics,3
senate,CO,2002-11-01,46.0,50.0,SurveyUSA,3
senate,CO,2002-11-01,45.0,47.0,Gallup,3
senate,CO,2002-11-03,44.0,50.0,Tarrance Group,3
senate,CO,2002-11-03,49.0,44.0,Zogby Analytics,3
senate,GA,2002-10-16,47.0,41.0,Mason-Dixon Polling & Strategy,3
senate,GA,2002-11-01,43.0,44.0,Zogby Analytics,3
senate,GA,2002-11-03,46.0,44.0,Zogby Analytics,3
senate,IA,2002-09-23,54.0,34.0,Selzer & Co.,3
senate,IA,2002-10-07,53.0,44.0,SurveyUSA,3
senate,IA,2002-10-21,57.0,40.0,SurveyUSA,3
senate,IA,2002-10-28,60.0,38.0,SurveyUSA,3
senate,IA,2002-10-31,50.0,41.0,Selzer & Co.,3
senate,IL,2002-09-16,57.0,28.0,Mason-Dixon Polling & Strategy,3
senate,IL,2002-09-18,54.0,29.0,Zogby Analytics,3
senate,IL,2002-09-29,51.0,26.0,Market Shares Corp.,3
senate,IL,2002-10-08,57.0,27.0,Zogby Analytics,3
senate,IL,2002-10-22,56.0,32.0,Mason-Dixon Polling & Strategy,3
senate,IL,2002-10-22,56.0,36.0,SurveyUSA,3
senate,IL,2002-10-26,47.0,27.0,Market Shares Corp.,3
senate,IL,2002-10-29,56.0,37.0,SurveyUSA,3
senate,IL,2002-10-31,55.0,31.0,Zogby Analytics,3
senate,KY,2002-10-01,34.0,62.0,SurveyUSA,3
senate,KY,2002-10-15,31.0,66.0,SurveyUSA,3
senate,KY,2002-10-29,29.0,66.0,SurveyUSA,3
senate,LA,2002-11-11,40.0,48.0,WPA Intelligence,3
senate,LA,2002-12-03,47.0,45.0,Mason-Dixon Polling & Strategy,3
senate,ME,2002-09-09,28.0,60.0,RKM Research and Communications Inc.,3
senate,ME,2002-10-25,31.0,59.0,RKM Research and Communications Inc.,3
senate,MI,2002-10-14,57.0,30.0,EPIC-MRA,3
senate,MI,2002-10-15,58.0,32.0,Mitchell Research & Communications,3
senate,MI,2002-10-22,61.0,27.0,Mitchell Research & Communications,3
senate,MI,2002-10-29,63.0,31.0,EPIC-MRA,3
senate,MI,2002-10-29,60.0,30.0,Mitchell Research & Communications,3
senate,MI,2002-11-01,61.0,31.0,EPIC-MRA,3
senate,MN,2002-10-31,41.0,47.0,Mason-Dixon Polling & Strategy,3
senate,MN,2002-11-01,47.0,44.0,Zogby Analytics,3
senate,MN,2002-11-03,49.0,44.0,Zogby Analytics,3
senate,MO,2002-09-17,48.0,40.0,Zogby Analytics,3
senate,MO,2002-09-26,51.0,43.0,SurveyUSA,3
senate,MO,2002-10-05,48.0,48.0,SurveyUSA,3
senate,MO,2002-10-10,41.0,47.0,Zogby Analytics,3
senate,MO,2002-10-16,50.0,47.0,SurveyUSA,3
senate,MO,2002-10-31,46.0,46.0,Zogby Analytics,3
senate,MO,2002-11-01,44.0,48.0,Gallup,3
senate,MO,2002-11-02,49.0,47.0,SurveyUSA,3
senate,MO,2002-11-03,43.0,50.0,Zogby Analytics,3
senate,MT,2002-09-25,54.0,35.0,Mason-Dixon Polling & Strategy,3
senate,MT,2002-10-23,59.0,28.0,Mason-Dixon Polling & Strategy,3
senate,NC,2002-09-13,35.0,49.0,Mason-Dixon Polling & Strategy,3
senate,NC,2002-09-17,32.0,55.0,Zogby Analytics,3
senate,NC,2002-10-08,45.0,49.0,SurveyUSA,3
senate,NC,2002-10-13,40.0,50.0,Mason-Dixon Polling & Strategy,3
senate,NC,2002-10-22,44.0,50.0,SurveyUSA,3
senate,NC,2002-10-28,42.0,48.0,Mason-Dixon Polling & Strategy,3
senate,NC,2002-10-29,46.0,50.0,SurveyUSA,3
senate,NC,2002-11-01,42.0,46.0,Zogby Analytics,3
senate,NC,2002-11-03,39.0,46.0,Zogby Analytics,3
senate,NH,2002-09-16,38.0,47.0,American Research Group,3
senate,NH,2002-10-01,34.0,55.0,American Research Group,3
senate,NH,2002-10-05,47.0,44.0,University of New Hampshire Survey Center,3
senate,NH,2002-10-15,43.0,51.0,American Research Group,3
senate,NH,2002-10-21,46.0,48.0,American Research Group,3
senate,NH,2002-10-26,46.0,42.0,University of New Hampshire Survey Center,3
senate,NH,2002-10-29,46.0,48.0,American Research Group,3
senate,NH,2002-11-01,45.0,46.0,University of New Hampshire Survey Center,3
senate,NH,2002-11-02,44.0,48.0,American Research Group,3
senate,NJ,2002-09-05,39.0,44.0,Rutgers University Eagleton Center for Public Interest Polling,3
senate,NJ,2002-09-22,34.0,47.0,Rutgers University Eagleton Center for Public Interest Polling,3
senate,NJ,2002-10-04,49.0,45.0,SurveyUSA,3
senate,NJ,2002-10-04,49.0,45.0,Quinnipiac University,3
senate,NJ,2002-10-05,44.0,44.0,Rutgers University Eagleton Center for Public Interest Polling,3
senate,NJ,2002-10-09,50.0,41.0,SurveyUSA,3
senate,NJ,2002-10-10,48.0,36.0,Zogby Analytics,3
senate,NJ,2002-10-12,48.0,41.0,Fairleigh Dickinson University,3
senate,NJ,2002-10-15,47.0,42.0,Rutgers University Eagleton Center for Public Interest Polling,3
senate,NJ,2002-10-18,52.0,43.0,Quinnipiac University,3
senate,NJ,2002-10-21,51.0,40.0,SurveyUSA,3
senate,NJ,2002-10-21,52.0,39.0,CBS News/The New York Times,3
senate,NJ,2002-10-22,47.0,40.0,Mason-Dixon Polling & Strategy,3
senate,NJ,2002-10-28,51.0,41.0,SurveyUSA,3
senate,NJ,2002-10-29,52.0,40.0,Rutgers University Eagleton Center for Public Interest Polling,3
senate,NJ,2002-10-30,47.0,37.0,Fairleigh Dickinson University,3
senate,NJ,2002-10-31,47.0,38.0,Fairleigh Dickinson University,3
senate,NJ,2002-10-31,50.0,39.0,Quinnipiac University,3
senate,NJ,2002-11-01,49.0,36.0,Zogby Analytics,3
senate,NJ,2002-11-03,49.0,38.0,Zogby Analytics,3
senate,NM,2002-09-10,23.0,66.0,Research & Polling Inc.,3
senate,NM,2002-10-09,24.0,67.0,Research & Polling Inc.,3
senate,NM,2002-10-28,28.0,61.0,Mason-Dixon Polling & Strategy,3
senate,NM,2002-10-30,27.0,65.0,Research & Polling Inc.,3
senate,OK,2002-10-01,37.0,54.0,SurveyUSA,3
senate,OK,2002-10-15,37.0,53.0,SurveyUSA,3
senate,OK,2002-10-30,35.0,52.0,SurveyUSA,3
senate,OK,2002-11-02,36.0,53.0,SurveyUSA,3
senate,OR,2002-09-22,33.0,50.0,Moore Information Group,3
senate,OR,2002-10-04,34.0,55.0,DHM Research,3
senate,OR,2002-10-27,36.0,55.0,DHM Research,3
senate,RI,2002-09-14,73.0,14.0,Fleming & Associates,3
senate,SC,2002-09-14,47.0,49.0,SurveyUSA,3
senate,SC,2002-10-09,35.0,47.0,Zogby Analytics,3
senate,SC,2002-10-12,46.0,50.0,SurveyUSA,3
senate,SC,2002-10-15,34.0,51.0,Mason-Dixon Polling & Strategy,3
senate,SC,2002-10-19,44.0,53.0,SurveyUSA,3
senate,SC,2002-10-26,48.0,49.0,SurveyUSA,3
senate,SC,2002-10-28,36.0,53.0,Mason-Dixon Polling & Strategy,3
senate,SC,2002-11-02,48.0,49.0,SurveyUSA,3
senate,SD,2002-09-16,46.0,43.0,Zogby Analytics,3
senate,SD,2002-09-18,44.0,43.0,Mason-Dixon Polling & Strategy,3
senate,SD,2002-10-10,43.0,45.0,Zogby Analytics,3
senate,SD,2002-10-10,40.0,43.0,CBS News,3
senate,SD,2002-10-26,47.0,45.0,Mason-Dixon Polling & Strategy,3
senate,SD,2002-11-01,48.0,44.0,Zogby Analytics,3
senate,SD,2002-11-01,45.0,48.0,Gallup,3
senate,SD,2002-11-03,44.0,48.0,Zogby Analytics,3
senate,TN,2002-09-16,37.0,45.0,Zogby Analytics,3
senate,TN,2002-09-18,35.0,54.0,Mason-Dixon Polling & Strategy,3
senate,TN,2002-10-06,42.0,50.0,SurveyUSA,3
senate,TN,2002-10-07,36.0,49.0,Zogby Analytics,3
senate,TN,2002-10-20,45.0,49.0,SurveyUSA,3
senate,TN,2002-10-22,40.0,50.0,Mason-Dixon Polling & Strategy,3
senate,TN,2002-10-27,41.0,52.0,SurveyUSA,3
senate,TX,2002-09-17,30.0,42.0,Zogby Analytics,3
senate,TX,2002-10-01,42.0,54.0,SurveyUSA,3
senate,TX,2002-10-10,37.0,45.0,Zogby Analytics,3
senate,TX,2002-10-15,42.0,54.0,SurveyUSA,3
senate,TX,2002-10-22,45.0,52.0,SurveyUSA,3
senate,TX,2002-10-31,45.0,53.0,SurveyUSA,3
senate,TX,2002-11-01,44.0,44.0,Zogby Analytics,3
senate,TX,2002-11-03,42.0,46.0,Zogby Analytics,3
senate,VA,2002-10-27,5.0,76.0,Mason-Dixon Polling & Strategy,3
